,Unnamed: 0,name_length,is_organic,quantity_value,quantity_unit_encoded,category_depth,country_count,product_age_days,created_month,main_category_encoded,nova_group
0,0,-0.6918114250821514,-0.1218088599978824,-1.1381255282866398,-1.0130548551108525,-0.0698237634353485,-0.5886626325451506,0.9547302830605592,0.5907463224873418,-1.2029976226682464,5.0
1,1,-1.1620284745560396,-0.1218088599978824,-0.8468799882272248,-0.4255089274109468,-1.8350392106895,-0.1808379448390402,0.6746748332665178,0.8908375207963557,1.1269865216910324,3.0
2,2,-0.6918114250821514,-0.1218088599978824,-1.272880927418608,0.833518060517422,-0.3640263379777071,-0.5886626325451506,0.0772232070392297,0.8908375207963557,-1.2029976226682464,1.0
3,3,-0.2215943756082632,-0.1218088599978824,-1.2772278757777036,0.833518060517422,-0.0698237634353485,-0.5886626325451506,1.2769969890554411,0.8908375207963557,-1.2029976226682464,1.0
4,4,-1.1620284745560396,-0.1218088599978824,-1.1381255282866398,-1.0130548551108525,-0.3640263379777071,-0.5886626325451506,-0.1054216515221015,-0.9097096690577277,-1.116914464625416,5.0
5,5,-1.1620284745560396,-0.1218088599978824,0.674551937456286,1.924674783388675,-0.6582289125200657,-0.5886626325451506,-1.1607030565431269,1.4910199174143834,-0.5946766391655776,3.0
6,6,-0.2215943756082632,-0.1218088599978824,5.238847714506819,1.924674783388675,-0.0698237634353485,3.897408932222064,1.8712015955749728,0.290655124178328,-1.2029976226682464,1.0
7,7,-0.2215943756082632,-0.1218088599978824,-1.2772278757777036,0.6656477954603062,1.1069865347340857,-0.5886626325451506,-0.8019073788359782,-0.0094360741306858,-0.5946766391655776,3.0
8,8,-0.2215943756082632,-0.1218088599978824,-1.2772278757777036,0.833518060517422,-0.0698237634353485,0.6348114305731803,0.4173485214267755,0.290655124178328,-0.5946766391655776,1.0
9,9,-1.1620284745560396,-0.1218088599978824,-0.5860630866814801,-0.4255089274109468,0.22437881110701,-0.1808379448390402,-0.5453928219231751,1.1909287191053697,-0.3364271650370861,4.0
10,10,-0.6918114250821514,-0.1218088599978824,-1.2750544015981558,0.833518060517422,-0.3640263379777071,-0.5886626325451506,0.2679856148699535,1.1909287191053697,-1.1226533418282714,1.0
11,11,-0.2215943756082632,-0.1218088599978824,-1.1381255282866398,-1.0130548551108525,-0.6582289125200657,-0.5886626325451506,-0.8838946264568424,0.290655124178328,-1.208736499871102,5.0
12,12,-1.1620284745560396,-0.1218088599978824,-1.064227406182012,-1.0130548551108525,-1.8350392106895,-0.5886626325451506,0.7477327766910503,-0.9097096690577277,-0.491376849514181,5.0
13,13,-0.2215943756082632,-0.1218088599978824,-0.194837734362863,-0.4255089274109468,-0.6582289125200657,2.2661101813976217,1.302161391790558,0.5907463224873418,-0.5946766391655776,4.0
14,14,-1.1620284745560396,-0.1218088599978824,-0.9338189554091396,-0.4255089274109468,1.1069865347340857,-0.5886626325451506,0.230644888230748,-0.9097096690577277,0.8916925563739623,1.0
15,15,-0.6918114250821514,-0.1218088599978824,0.7614909046382009,1.924674783388675,-0.9524314870624244,-0.5886626325451506,-1.164761831177823,1.1909287191053697,-0.5946766391655776,1.0
16,16,-1.1620284745560396,-0.1218088599978824,-0.4121851523176503,-0.4255089274109468,1.9895942583611612,-0.1808379448390402,-0.7556373480004409,-0.6096184707487137,0.7883927667225658,5.0
17,17,-1.1620284745560396,-0.1218088599978824,-1.2772278757777036,0.833518060517422,-1.5408366361471415,-0.5886626325451506,-0.0891865529833165,-0.9097096690577277,-0.5028546039198917,1.0
18,18,-0.2215943756082632,-0.1218088599978824,0.0225096835919242,-0.4255089274109468,-0.3640263379777071,5.120882995340394,0.9571655478413768,1.1909287191053697,1.1269865216910324,4.0
19,19,-0.2215943756082632,-0.1218088599978824,-0.8468799882272248,-0.4255089274109468,-0.3640263379777071,8.791305184695387,1.8509077224014916,0.8908375207963557,1.1269865216910324,3.0
20,20,0.2486226738656248,-0.1218088599978824,-1.2772278757777036,0.833518060517422,0.22437881110701,-0.5886626325451506,0.4652420621161913,-0.6096184707487137,-1.1226533418282714,5.0
21,21,-1.1620284745560396,-0.1218088599978824,-1.2772278757777036,0.6656477954603062,-0.0698237634353485,5.936532370752615,0.1178109533861922,0.290655124178328,0.7539595035054335,4.0
22,22,-0.6918114250821514,-0.1218088599978824,-1.2772278757777036,0.833518060517422,-0.3640263379777071,-0.5886626325451506,0.0999523449935287,-0.0094360741306858,-0.8242317272797922,4.0
23,23,-1.1620284745560396,-0.1218088599978824,-1.185941960236693,-0.4255089274109468,3.166404556530596,-0.5886626325451506,-1.7062023674463027,0.5907463224873418,0.7883927667225658,2.0
24,24,-0.6918114250821514,-0.1218088599978824,-0.9338189554091396,-0.4255089274109468,-1.8350392106895,-0.5886626325451506,-1.7378608095969337,1.4910199174143834,-1.289080780711077,4.0
25,25,0.718839723339513,-0.1218088599978824,-1.2801403311782975,0.833518060517422,-0.6582289125200657,-0.1808379448390402,0.1583986997331547,-0.6096184707487137,-1.116914464625416,5.0
26,26,-1.1620284745560396,-0.1218088599978824,-0.2817767015447779,-0.4255089274109468,-0.6582289125200657,0.6348114305731803,1.703980080625487,-1.2098008673667413,1.1269865216910324,4.0
27,27,-0.2215943756082632,-0.1218088599978824,0.5876129702743711,-0.4255089274109468,1.4011891092764444,-0.5886626325451506,0.8987191931017509,0.8908375207963557,-1.4038583247681842,3.0
28,28,-0.6918114250821514,-0.1218088599978824,-1.2598400823413205,0.833518060517422,-0.9524314870624244,-0.5886626325451506,-0.0404812573669615,-0.3095272724396997,-1.1226533418282714,5.0
29,29,-0.6918114250821514,-0.1218088599978824,-0.8034105046362674,-0.4255089274109468,0.22437881110701,-0.1808379448390402,0.331302499171215,1.4910199174143834,0.8916925563739623,3.0
30,30,-0.6918114250821514,-0.1218088599978824,-1.2750544015981558,0.833518060517422,-0.6582289125200657,-0.5886626325451506,0.2379506825732012,-0.9097096690577277,-1.116914464625416,5.0
31,31,-0.2215943756082632,-0.1218088599978824,-0.0644292835899906,1.924674783388675,-0.6582289125200657,-0.5886626325451506,0.2509387614042292,-1.2098008673667413,-0.7381485692369617,4.0
32,32,0.2486226738656248,-0.1218088599978824,1.2396552241387329,-0.4255089274109468,-0.3640263379777071,0.22698674286707,-0.8157072125939454,0.8908375207963557,0.7883927667225658,3.0
33,33,-0.6918114250821514,-0.1218088599978824,-1.2794013499572514,0.833518060517422,-0.0698237634353485,4.7130583076342845,1.934518479876234,-0.0094360741306858,-1.2029976226682464,4.0
34,34,-1.1620284745560396,-0.1218088599978824,-1.2598400823413205,0.833518060517422,-0.3640263379777071,-0.5886626325451506,0.8297200243119146,1.7911111157233974,-1.116914464625416,1.0
35,35,0.718839723339513,-0.1218088599978824,-0.7382062792498312,-0.4255089274109468,-0.6582289125200657,4.305233619928174,-0.1119156909376155,-0.6096184707487137,1.1269865216910324,4.0
36,36,0.718839723339513,-0.1218088599978824,0.8918993554110732,1.924674783388675,-0.6582289125200657,3.0817595568098426,1.9588711276844115,-0.3095272724396997,-1.116914464625416,1.0
37,37,-1.1620284745560396,-0.1218088599978824,0.4572045195014987,-0.4255089274109468,-0.6582289125200657,5.5287076830465045,0.8021203567959801,-0.9097096690577277,0.7539595035054335,4.0
38,38,-0.6918114250821514,-0.1218088599978824,0.674551937456286,-0.4255089274109468,-0.9524314870624244,-0.5886626325451506,-0.8230130069363987,0.8908375207963557,0.7883927667225658,3.0
39,39,0.2486226738656248,-0.1218088599978824,1.2396552241387329,-0.4255089274109468,-0.0698237634353485,-0.5886626325451506,-0.8400598604021229,0.8908375207963557,0.7883927667225658,3.0
40,40,-1.1620284745560396,-0.1218088599978824,-1.1772480635185014,-0.4255089274109468,0.5185813856493686,-0.1808379448390402,-0.8173307224478239,-1.2098008673667413,-0.5946766391655776,4.0
41,41,-1.1620284745560396,-0.1218088599978824,-1.151166373363927,-0.4255089274109468,-0.6582289125200657,4.7130583076342845,0.5512880843717518,-1.2098008673667413,0.7883927667225658,1.0
42,42,0.2486226738656248,-0.1218088599978824,0.4572045195014987,-0.4255089274109468,-0.6582289125200657,-0.5886626325451506,-0.2442317440287133,1.1909287191053697,-0.7381485692369617,2.0
43,43,0.2486226738656248,-0.1218088599978824,0.0659791671828816,2.092545048445791,-0.6582289125200657,-0.5886626325451506,0.3954311383994158,0.290655124178328,-0.3651215510513629,5.0
44,44,2.5997079212350656,-0.1218088599978824,-1.2772278757777036,0.6656477954603062,-1.5408366361471415,-0.1808379448390402,0.0204003621534822,-0.6096184707487137,-0.1068720769228714,5.0
45,45,-1.1620284745560396,-0.1218088599978824,-0.4121851523176503,-0.4255089274109468,-0.6582289125200657,3.897408932222064,1.119516533229227,-0.9097096690577277,0.7654372579111443,5.0
46,46,-0.6918114250821514,-0.1218088599978824,0.2398571015467114,-0.4255089274109468,-0.0698237634353485,5.120882995340394,1.0854228262977783,-0.6096184707487137,0.7424817490997228,4.0
47,47,-1.1620284745560396,-0.1218088599978824,-1.099002993054778,-0.4255089274109468,-0.9524314870624244,-0.5886626325451506,0.0885877760163792,1.7911111157233974,1.1269865216910324,4.0
48,48,-1.1620284745560396,-0.1218088599978824,-0.8034105046362674,-0.4255089274109468,-0.0698237634353485,-0.5886626325451506,0.5025827887553969,-0.9097096690577277,-0.5946766391655776,5.0
49,49,-1.1620284745560396,-0.1218088599978824,-1.2772278757777036,0.833518060517422,-1.5408366361471415,-0.5886626325451506,-1.0210812091095758,-0.3095272724396997,-0.5946766391655776,1.0
50,50,-1.1620284745560396,-0.1218088599978824,0.1529181343647966,1.924674783388675,0.22437881110701,3.489584244515953,0.6974039712208169,0.5907463224873418,-1.2144753770739571,4.0
51,51,-1.1620284745560396,-0.1218088599978824,-0.8034105046362674,-0.4255089274109468,-0.0698237634353485,-0.5886626325451506,0.8540726721200921,-1.2098008673667413,0.8916925563739623,4.0
52,52,-1.1620284745560396,-0.1218088599978824,-0.4121851523176503,-0.4255089274109468,0.8127839601917272,4.305233619928174,1.7332032579953,-1.2098008673667413,-1.4325527107824612,4.0
53,53,-1.1620284745560396,-0.1218088599978824,-1.2772278757777036,0.833518060517422,-1.2466340616047829,-0.5886626325451506,0.8979074381748117,0.8908375207963557,-1.1226533418282714,1.0
54,54,-0.6918114250821514,-0.1218088599978824,-1.1381255282866398,-1.0130548551108525,-0.6582289125200657,-0.1808379448390402,0.0001064889800009,1.7911111157233974,-1.1226533418282714,5.0
55,55,-1.1620284745560396,-0.1218088599978824,-0.6295325702724376,-0.4255089274109468,-0.0698237634353485,1.0426361182792907,0.4376423946002568,1.7911111157233974,1.1269865216910324,4.0
56,56,-0.2215943756082632,-0.1218088599978824,0.8918993554110732,-0.4255089274109468,-0.6582289125200657,-0.5886626325451506,0.2517505163311685,-1.2098008673667413,-1.116914464625416,1.0
57,57,-0.6918114250821514,-0.1218088599978824,-1.2772278757777036,0.6656477954603062,-0.6582289125200657,-0.5886626325451506,-1.0454338569177533,-0.6096184707487137,-0.5946766391655776,3.0
58,58,-0.2215943756082632,-0.1218088599978824,0.4572045195014987,-0.4255089274109468,0.22437881110701,-0.5886626325451506,-1.3766298671089672,0.290655124178328,-0.5946766391655776,2.0
59,59,-1.1620284745560396,-0.1218088599978824,-1.2598400823413205,1.1692585906316535,-0.0698237634353485,-0.5886626325451506,0.2639268402352572,-1.5098920656757553,-1.1226533418282714,1.0
60,60,-0.2215943756082632,-0.1218088599978824,-1.064227406182012,-1.0130548551108525,-0.0698237634353485,-0.5886626325451506,0.6308400672117983,0.8908375207963557,-1.1226533418282714,5.0
61,61,0.718839723339513,8.209583440953176,-0.8903494718181822,-0.4255089274109468,-0.3640263379777071,0.6348114305731803,-0.133021319038036,-1.2098008673667413,1.1269865216910324,3.0
62,62,-0.6918114250821514,-0.1218088599978824,-0.5860630866814801,-0.4255089274109468,-1.8350392106895,-0.5886626325451506,-1.3539007291546683,0.290655124178328,-0.9103148853226228,4.0
63,63,-0.6918114250821514,-0.1218088599978824,0.8918993554110732,-0.4255089274109468,-0.3640263379777071,-0.5886626325451506,-0.7053085425302074,1.7911111157233974,1.1269865216910324,5.0
64,64,-0.6918114250821514,-0.1218088599978824,-1.0859621479774908,-0.4255089274109468,0.8127839601917272,0.22698674286707,0.0804702267469867,0.8908375207963557,-1.116914464625416,5.0
65,65,-0.6918114250821514,-0.1218088599978824,-0.5643283448860014,-0.4255089274109468,2.28379683290352,-0.5886626325451506,0.2282096234499302,-0.9097096690577277,-1.2029976226682464,4.0
66,66,-1.1620284745560396,-0.1218088599978824,-1.2772278757777036,0.833518060517422,-0.6582289125200657,-0.5886626325451506,0.4003016679610512,0.5907463224873418,-1.1226533418282714,1.0
67,67,-0.6918114250821514,-0.1218088599978824,-1.064227406182012,-1.0130548551108525,-1.2466340616047829,-0.5886626325451506,-0.0786337389331062,-1.5098920656757553,-1.1226533418282714,1.0
68,68,-0.2215943756082632,-0.1218088599978824,0.2398571015467114,-0.4255089274109468,-1.8350392106895,-0.5886626325451506,-1.5113811849808827,-0.9097096690577277,1.0753366268653342,4.0
69,69,-0.6918114250821514,-0.1218088599978824,0.1529181343647966,1.924674783388675,0.8127839601917272,3.489584244515953,0.7940028075265876,-0.6096184707487137,-1.2489086402910894,4.0
70,70,0.718839723339513,-0.1218088599978824,-1.099002993054778,-0.4255089274109468,-0.3640263379777071,-0.5886626325451506,0.0066005283955149,-0.6096184707487137,1.1269865216910324,4.0
71,71,0.2486226738656248,-0.1218088599978824,-1.2772278757777036,0.833518060517422,1.1069865347340857,7.975655809283166,1.113022493813713,-0.9097096690577277,-0.4741602179056148,4.0
72,72,-0.2215943756082632,-0.1218088599978824,-1.064227406182012,-1.0130548551108525,-0.9524314870624244,-0.5886626325451506,-0.0761984741522885,0.5907463224873418,-1.1226533418282714,1.0
73,73,-1.1620284745560396,-0.1218088599978824,-0.4121851523176503,4.106988229131181,-0.6582289125200657,5.120882995340394,1.146304445818222,-1.2098008673667413,-1.4038583247681842,1.0
